tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
2911677,683316,True,Tue Nov 28 21:52:34 +0000 2017,"@117804 Oi eu aderi ao unlimited,pensei que ia entrar no 1 mês grátis mas apareceu 3 meses.Como saber se to no 3 meses por R$1,99, no 1 mês gratis ou no plano comum? nao to achando o valor aderido no site :(",2911675,
99804,137850,True,Thu Nov 30 17:12:51 +0000 2017,Ob @115825 die teilweise sehr asynchrone Tonspur von King of Queens (Deutsch) mittlerweile gefixt hat...?,99803,
2905138,316305,True,Thu Nov 30 06:01:09 +0000 2017,"@AmazonHelp yea I tried Support there is damage! And phone support says contact vendor, amazon told vendor to tell me call in.. 🤷🏻‍♂️exhangw",2905140,2905137.0
850068,321978,True,Fri Oct 13 13:21:36 +0000 2017,メールアドレス変えたからamazonで変更しようと思ったのにパスワード忘れて詰んだ,850066,
816963,314574,True,Thu Oct 12 20:48:09 +0000 2017,@AmazonHelp Dann liefern die von Hermes ja auch nicht schneller wenn ich mich bei euch beschwere,816962,816964.0
627720,268665,True,Thu Nov 23 05:16:22 +0000 2017,@268666 @AmazonHelp @115850 Seriously. This is not the first time im facing this. Keep happening. They always promise something and then come up with excuses. They again promised a delivery before 12 noon today. Let's see,627721,627718.0
235142,172000,True,Thu Oct 05 13:53:29 +0000 2017,@AmazonHelp Cashback against ORDER # 402-3909699-4838731 .,"235144,235145",235141.0
2298465,667191,True,Sun Nov 12 14:58:46 +0000 2017,"@AmazonHelp Danke für eure Reaktion :) 
Die angebotene Auswahl der Songs ist das Problem (Jens Friebe, Razorlight, Arielle Paul usw.) Habe jetzt schon einige Male diese nur bei der Konkurrenz gefunden.",2298467,2298464.0
2857261,794122,True,Tue Oct 31 19:04:26 +0000 2017,"@AmazonHelp I'm prime member and I have order from Sunday and still not shipped yet?
Order no: 112-4004867-5144244","2857260,2857262",
871184,326830,True,Fri Oct 20 06:35:30 +0000 2017,"@AmazonHelp Ya i have already checked ,but this response is not reducing my tension ,i am not satisfied by it.i want faster action.",871182,871185.0
1163349,374555,True,Tue Oct 24 17:06:36 +0000 2017,@AmazonHelp I need your help. I don’t have amazon prime is this legit saying about renewing my subscription? And asking me all this details https://t.co/Iy0iSSvP4i,"1163347,1163350",
105227,139239,True,Fri Dec 01 04:42:55 +0000 2017,"@AmazonHelp I'm afraid too, because as referred earlier I won't be here .... For a month, would be returning to Ranchi around in January",105228,105226.0
570835,254057,True,Sun Dec 03 03:45:06 +0000 2017,@115821 keeps sending me shipment notifications for someone else's account (I've contacted them to fix but apparently haven't) and my man is really gonna start thinking I'm hiding something from him https://t.co/5FmCYYLEzC,570833,
1238658,410548,True,Mon Oct 16 20:29:10 +0000 2017,thank you @115830 and #dhlphilippines for a delivering my books in great condition! 😍😍😀😀,1238657,
1100980,379759,True,Sun Oct 15 07:08:09 +0000 2017,"@AmazonHelp 返品して交換するまでの間中身を楽しめない方が辛いので、特に交換は予定しておりません。
今回はCDケースが割れやすい梱包に問題があったように思います(箱の下からCD、ジッポオイル缶、緩衝材の紙という形でCDの保護が手薄)ので、今後その辺りの改善をしていただけますと幸いです。",1100982,1100978.0
2075309,273162,True,Thu Oct 19 02:20:03 +0000 2017,@AmazonHelp you select an item that has FREE ONE DAY shipping and at check out it wants to charge you $3.99 for one day shipping! WTH!,2075307,
1165348,300846,True,Sun Oct 15 19:20:49 +0000 2017,.@AmazonHelp TERRIBLE chat experience! Ive been on 30 min talking with a representative. A return has never taken this long to return!!!!,1165346,
290485,185183,True,Fri Oct 06 15:29:07 +0000 2017,"Sagt mal @116316, wenn 75ml 61,99 Euro kosten, wie können dann 100ml 61.990,00 Euro kosten? Sollte doch eine einfache Rechnung sein, oder? https://t.co/8vZwPOcgzr",290483,
1087662,376581,True,Mon Oct 23 18:51:03 +0000 2017,@AmazonHelp would you please amend your cd section to 'speed and THRASH metal' as it currently reads 'speed and trash metal'.,"1087660,1087664",
2435652,698831,True,Sun Oct 29 14:13:20 +0000 2017,"@115850 Does Amazon A to Z guarantee mean anything? My package is late by 1 week and I got a text saying ""package delivered"".","2435651,2435653",
1883447,385790,True,Thu Oct 19 08:51:59 +0000 2017,@AmazonHelp Me dicen que está demorado en el tránsito. Son baterías para abanicos para casa de mi mamá de 91 años y las necesita ASAP.,1883449,1883446.0
1367552,316609,True,Sat Oct 28 04:34:04 +0000 2017,@AmazonHelp So if I buy the year and cancel will I get my money back?,1367554,1367551.0
2402345,395487,True,Wed Nov 15 17:25:35 +0000 2017,@AmazonHelp Jap. :),2402346,2402342.0
1706222,177533,True,Wed Oct 18 07:58:00 +0000 2017,"@AmazonHelp 1. So, after a wasted day, wasted printing &amp; repackaging, I'm told that the wrong carrier was instructed but nobody thought to tell me.","1706223,1706224",1706221.0
231341,171098,True,Thu Oct 05 09:51:40 +0000 2017,@AmazonHelp is there any way I can find out when a delayed 'prime' order will actually be delivered? It's getting a bit ridiculous now!,231338,
325453,193523,True,Sat Oct 07 15:39:24 +0000 2017,@AmazonHelp who do I need to talk to about refunding Saturday shipping? I'm not paying 30 bucks extra if it won't be here till Monday,325452,
1230165,189481,True,Wed Oct 25 21:37:52 +0000 2017,"@AmazonHelp I have submitted an email. Basically, the delivery person did not actually attempt delivery, yet said there was no way in (there is).",1230168,1230163.0
2953635,815510,True,Wed Nov 29 19:43:03 +0000 2017,"@AmazonHelp Provvederò quanto prima; se potete far qualcosa, ringrazio fin da ora. Non è la prima né la seconda volta.",2953637,2953634.0
215238,167140,True,Thu Oct 05 00:39:22 +0000 2017,And yes that deserve two tweets and a follow up tweet @115821 you guys are amazing at customer service #grateful #helpful #thanks,215237,
345824,198303,True,Sun Oct 08 02:58:46 +0000 2017,"@115850 @AmazonHelp  Address frm our side was properly given. People r good around us, so they have given us. Why so casual approach ? 1/2 https://t.co/T395Uo2iXO","345823,345825",
1117082,215213,True,Mon Oct 16 05:55:53 +0000 2017,@AmazonHelp Why do i place order... It's your lookout how to deliver my product.. Show some courtesy to take responsibility and rectify the problem..,1117083,1117080.0
368320,172729,True,Sun Oct 08 22:08:18 +0000 2017,"@117086 1984, Admirável mundo novo, Laranja mecânica e A little life, pra não ficar só nos distópicos kkk",369268,368311.0
1223729,328121,True,Thu Nov 16 14:52:54 +0000 2017,"@AmazonHelp I can’t seem to complete the process without finishing the 3rd step, which is the extra phone number part?",1223727,1223734.0
1721528,520961,True,Tue Oct 17 18:45:39 +0000 2017,"@AmazonHelp Donc voilà, c’est bien gentil de privatiser et vouloir avoir votre propre service de livraison mais le service publique fait beaucoup mieux",1721529,1721473.0
2667335,751421,True,Sun Nov 19 09:16:51 +0000 2017,This keeps happening after Touch ID scan! Can you help me please @115850 https://t.co/5mzV6nXSYK,2667334,
1540970,312123,True,Wed Nov 08 12:40:05 +0000 2017,"@AmazonHelp it asked me to log in, then asked me to select the product the issue relates to, then after entering the issue into the text box it said contact the manufacturer",1540971,1540969.0
2318035,672007,True,Wed Nov 15 11:24:18 +0000 2017,"@AmazonHelp Thanks for your reply. I already contacted them but they were disputing with me and not providing me proper resolution. Secondary, i never mind if it happens once. But it happens twice with me. Why are you selling the products of go4shopping.",2318039,2318033.0
111936,140860,True,Thu Nov 23 20:09:05 +0000 2017,@115821 @117086 socorro,111935,111937.0
2084582,275922,True,Wed Nov 08 09:28:54 +0000 2017,"@AmazonHelp A whole month waiting 4 credit back 4 a returned faulty gift. Numerous contacts, 2 hours chatting online with advisors, promises of resolution never fulfilled. Supervisors don't care. Latest was promise of contact in 24h, still waiting. You don´t honour your own T&amp;C.",2084580,
285552,184029,True,Fri Oct 06 13:45:00 +0000 2017,TC you write and speak are different #AmazimgAmazon @115850  @AmazonHelp https://t.co/zyPPO3pRPD,285550,
679016,282015,True,Thu Nov 23 07:41:06 +0000 2017,Amazonで買い物が出来なくなってしまった…？？なんでだ…？？困った…,679015,
2893089,526095,True,Tue Nov 28 18:46:31 +0000 2017,@AmazonHelp Lol...gotta love it ain’t you....Jesus....I take it this means it ain’t coming tonight...AGAIN...😡🤔😏 https://t.co/crpSfilHaY,2893090,2893087.0
1340612,432687,True,Fri Oct 27 15:36:07 +0000 2017,@116928  En casa desde las 15h. Acabo de recibir msg de AMAZON que no hay nadie en casa (paquete salió de @9474 a las 15.30),1340611,
206167,164814,True,Mon Nov 06 14:47:36 +0000 2017,@AmazonHelp Purchased a product but due to incomplete I returned it back and u guys are not crediting money into my account from pay balanve,206168,206166.0
743265,297724,True,Wed Oct 11 15:28:07 +0000 2017,"@115850 It is not...the product has the mrp of 499...the product bought from any batch should be sold at that batch price.
@115850",743264,743266.0
2931047,810753,True,Wed Nov 29 07:17:55 +0000 2017,"@AmazonHelp ill try every way to contact but always fail.
no reply of yourside. 
i want resolve right here. or you make a call of my contact nomber.",2931049,2931046.0
2291244,665479,True,Sun Nov 12 10:35:14 +0000 2017,"@115830 I’ve been randomly charged £7.99 for Prime and I’m not a member, contacted customer service and no reply, please help",2291242,
1067711,371965,True,Mon Oct 23 15:28:48 +0000 2017,@AmazonHelp Just checked - it still says 26th-30th https://t.co/7yfgwoV4ij,1067713,1067710.0
494999,233042,True,Fri Dec 01 17:53:21 +0000 2017,"@AmazonHelp https://t.co/SOflQ2dTpC  au niveau des 
''Offres du jour, Ventes Flash et promotions - Téléphonie &amp; accessoires  ''",495001,494998.0
304368,188693,True,Fri Oct 06 22:53:21 +0000 2017,@AmazonHelp Not sure if that helped lol I have the order number,304366,304372.0
280895,182930,True,Fri Oct 06 10:37:55 +0000 2017,@115850  Absolute pathetic customer service Amazaon (specifically Big Appliances team) about delayed delivery.,"280894,280896",
19182,750390,True,Tue Oct 31 05:57:20 +0000 2017,@115850 Bullshit you never deliver prepaid orders on time. And the ones having COD tend to arrive before time.,2662548,19137.0
1544984,478522,True,Sat Nov 04 05:45:29 +0000 2017,"@AmazonHelp My husband, @80525 has already filled up the details at the said page. Yet no clarity on our order. This is extremely unprofessional",1544986,1544983.0
448731,221316,True,Thu Nov 30 20:37:42 +0000 2017,#goodjob @115830 @AmazonHelp Ordered 3 different sets of orders for Thursday delivery (it's my day off)... None of them arrived. Been lied to by advisors when calling and fobbed off a total of 4 times on the phone. #poorservice,448728,
2397096,689919,True,Tue Nov 14 12:58:50 +0000 2017,Der Qualität und Geschwindigkeit der Lieferung war mal ein Grund bei @116316 zu bestellen. Heute ist es ein Grund dagegen.,2397094,
2111120,147566,True,Wed Nov 08 16:06:01 +0000 2017,"Mais le prime chez @120533 c'est la vie \o/ . Commandé hier, reçu ce matin. Bon ben cadeau de Noël ça c'est (déjà) fait :p",2111118,
1048182,364853,True,Mon Oct 23 06:53:47 +0000 2017,@115850 call me on 9899273640 right now.it was my first worst experience with u....,"1048181,1048183,1048184",
2845504,669055,True,Mon Nov 27 17:58:09 +0000 2017,@AmazonHelp do you know why one day delivery is showing Thursday for everything available with it?,2845503,
436869,218753,True,Tue Oct 10 17:18:14 +0000 2017,@AmazonHelp just had a notification  that my package was damaged in transit and returned. What do I do?,436867,
2457753,360239,True,Wed Nov 15 05:29:43 +0000 2017,@115821 I keep getting charged for an @117093 account that I do not have and was told the membership was deleted!! Please stop this.,2457752,
1363156,437402,True,Fri Oct 27 20:02:10 +0000 2017,@116928 https://t.co/DbuV0t4vKE,1363154,
509376,237020,True,Fri Dec 01 22:17:02 +0000 2017,i think someone stole my amazon package of the first seven fast and furious movies and i guess it's time for me to learn how to drive and get a family real fast and get them back.,509375,
2282960,436591,True,Thu Oct 19 19:14:29 +0000 2017,@AmazonHelp Thank you :),2282962,2282959.0
1246392,412416,True,Thu Oct 26 00:27:25 +0000 2017,@115821 wow. Major packing fail. Box too big and no packing pillows https://t.co/5gGSdPkT0X,1246391,
606089,264047,True,Wed Nov 22 12:13:17 +0000 2017,"@AmazonHelp Gracias, me llamaron a través del enlace que me pasasteis y una chica me atendió muy bien. Un saludo",606091,606088.0
1089221,376967,True,Sun Oct 15 03:06:22 +0000 2017,"@115850 account hacked , my email account linked with amazon changed without authorisation. Need immediate help.","1089220,1089222",
803986,311606,True,Fri Oct 13 01:53:36 +0000 2017,@AmazonHelp Already done bot not showing the order no,803987,803984.0
2084588,427410,True,Wed Nov 08 10:03:12 +0000 2017,"@AmazonHelp I have. What's going on is that whatever happened to you logistics chain serving this area, has broken it. Packages are constantly not delivered ""next day"" as promised and all I get from customer service is: ""Sorry, your feedback has been recorded"".",2084590,2084587.0
1550230,479811,True,Sat Nov 04 03:08:23 +0000 2017,2度目のAmazonプライム入会。ドンピシャな９０年代ロックステーションラジオ聴きながらの作業が捗る,1550229,
859578,324093,True,Fri Oct 13 14:24:34 +0000 2017,@115830 item Q60933485624 meant to be arriving today. Still hasn't turned up. Tried prime for this item. Definitely cancelling this. Poor,859576,
1402851,446168,True,Sat Oct 28 18:09:05 +0000 2017,@AmazonHelp how will that help? I can't add the subtitles for this. Speaking on the phone to a CSA can't add this can it?,1402852,1402850.0
532615,242940,True,Sat Dec 02 11:10:58 +0000 2017,Seriously? @115830 second parcel today with excessive packaging! 2 rolls of brown parcel paper requires 2 rolls of packaging paper? https://t.co/A8MdNB0eHF,532614,
2885623,800360,True,Tue Nov 28 12:28:55 +0000 2017,"@AmazonHelp I'll quote the associate:
""I have checked the details for your order. 
Unfortunately the only available method is the pass my parcel method. 
But do not worry. Please return the item to a collectplus store by paying for the postage.""",2885624,2885621.0
666179,278704,True,Thu Nov 23 02:36:51 +0000 2017,I really feel like shopping but I also dont want to go to a store or type in a website. Can I please just think of the items I want and they appear @115821 ?,666178,
507084,236393,True,Fri Dec 01 21:44:13 +0000 2017,@AmazonHelp Des isn Scherz oder?,507087,507083.0
2771673,720689,True,Tue Nov 21 13:58:01 +0000 2017,@AmazonHelp Have sent you a message!,2771675,2771672.0
108246,126981,True,Thu Nov 23 19:16:58 +0000 2017,@AmazonHelp 'prime one day delivery' but it's not due to come until Monday 27th? Ey?,108244,
166433,154658,True,Fri Nov 24 20:23:15 +0000 2017,"@AmazonHelp Hi, am Pruthviraj a student from Kiel, Germany. They debited 69 euros for amazon prime account which is a huge amount for me. I really don't want to access prime account by paying 69 euros. Please help me with this","166432,166434",
2825551,787136,True,Tue Nov 28 04:58:14 +0000 2017,"@AmazonHelp if u are right then call me without any hasitation .. but u r not ...
because of ther's no option with mobile number to contact u and reach u for assitance this is the very low quality of service policy u having.",2825552,2825550.0
44530,125878,True,Wed Nov 01 16:16:13 +0000 2017,Why isn’t my kindle unlimited working @AmazonHelp,44528,
984273,353334,True,Sun Oct 22 09:48:17 +0000 2017,@115830 @115821 @AmazonHelp @115821 rejecting my review because I haven’t spent £40???? https://t.co/5CafzqdPfH,984271,
63903,130678,True,Wed Nov 29 18:27:47 +0000 2017,"@AmazonHelp hi amazon, apparently a package has been delivered when it hasn’t, how do I report it?",63902,
69781,131807,True,Thu Nov 30 10:03:45 +0000 2017,@115850 Thanks...!!!,71931,69780.0
273163,181236,True,Fri Oct 06 04:11:05 +0000 2017,amazonが強すぎてprime会員になるか悩む,273162,
874579,327638,True,Fri Oct 13 15:55:03 +0000 2017,spent all of today waiting on my 2k18 delivery and it's not even come yet sick of waiting @115830,874578,
761250,301886,True,Wed Oct 11 20:11:43 +0000 2017,"1st msg- ur Order is successfully placed &amp; will reach you by 14-Oct.
again I got msg saying 16-Oct. Which one sud I consider ✔ 🤔@115850",761249,
1270236,417383,True,Fri Oct 27 02:13:35 +0000 2017,@AmazonHelp Can u please update about my cashback ???,1270238,1270235.0
2124782,625771,True,Wed Nov 08 17:26:16 +0000 2017,"This is my third @115821 fire stick from @127271, each one gave me this message. Amazon customer support tell me to keep exchanging them... @AmazonHelp @138244 https://t.co/eP7mc8Zy8O",2124781,
2718469,339787,True,Mon Nov 20 08:18:21 +0000 2017,@AmazonHelp first you deliver my stuff damaged and don't care and now 4-5 biz days transpires to be 6-7?? Rethinking my Christmas shopping 😡 https://t.co/o9RPgYasRE,2718468,
979381,352267,True,Sun Oct 22 05:33:00 +0000 2017,"@AmazonHelp 
@AmazonHelp 
hlo amazon i want to tell you that some people are doing frualdlent payment on your website they are ord https://t.co/YHHFokpDwl","979378,979383",
2671141,752195,True,Tue Oct 31 09:12:28 +0000 2017,"@752196 Bhai @AmazonHelp @117795 @115821 is charging money for no reason, though I hv the prime membership valid for a year",2671140,2671142.0
2459125,704267,True,Wed Nov 15 06:18:10 +0000 2017,Thanks @115850 for resolving my issue by your top end promptly,2459124,
1603126,491895,True,Sun Nov 05 13:21:18 +0000 2017,"@AmazonHelp I have already provided all the necessary details..

Kindly check and resolve the issue..

@115851",1603127,1603124.0
1441373,454420,True,Thu Nov 02 12:21:38 +0000 2017,Abriendo paquetitos de @116928 😍😍,1441371,
711112,290062,True,Tue Oct 10 21:37:02 +0000 2017,I am REALLY sick of the @115821 truck delivering my packages to someone else’s house! @81 @115817 and mailman never had problems,711106,
2881967,799645,True,Tue Nov 28 09:19:29 +0000 2017,¿Permitirá @116928 elegir si se quieren recibir los envíos por Amazon Flex o por otro medio?,2881965,
1710167,518126,True,Tue Nov 07 01:01:57 +0000 2017,"@115821 , I'm pretty sure you're not going to make it! https://t.co/JRyDBjLUf9",1710166,
1454503,457364,True,Thu Nov 02 15:03:50 +0000 2017,"@AmazonHelp Or, Le chat qui fume précise vous avoir envoyé les exemplaires le 27 octobre dernier. :/","1454506,1454507",1454502.0
1115221,383163,True,Sun Oct 15 12:00:47 +0000 2017,@AmazonHelp I had already talked to costumer care.. but already took more time than expected,1115223,1115220.0
264984,179125,True,Mon Sep 11 09:43:24 +0000 2017,@115821 good morning. For 10 months+ I have been having unresolved issues of a deduction of $119.97 wrongly deducted from my bank account.,264983,
1060477,370381,True,Fri Oct 27 11:19:01 +0000 2017,@AmazonHelp Préparer pour l’hiver avec qualité a coupe le souffle  #amazon https://t.co/4dokMKhiEM,1060478,1060476.0
2290725,629866,True,Sun Nov 12 08:34:48 +0000 2017,"@AmazonHelp Well attempting to load the order   webpage as well as track some items on Amazon.ca I received the following error message There was an internal error in our system. We logged the problem and will investigate it later. Our apologies for the inconvenience. 
 Help",2290724,
12527,118505,True,Tue Oct 31 07:18:52 +0000 2017,"@AmazonHelp I have replied to it many and still have not received any response, sending you a legal notification for closing this fraud business",12526,12528.0
1693752,513988,True,Mon Nov 06 18:47:36 +0000 2017,"@118706 suck, my @115821 order is stuck intransit limbo and it’s automated system gave me an hour wait to speak to a human",1693750,
1288417,158298,True,Thu Nov 16 16:03:30 +0000 2017,@AmazonHelp Yes... already shared,1288419,1288416.0
2841871,790724,True,Mon Nov 27 21:27:20 +0000 2017,"@AmazonHelp Olá! Na verdade não dá erro nenhum, porém não consigo avançar desta tela (em anexo). https://t.co/MVMCzo9uTr",2841873,2841870.0
2584199,659259,True,Thu Nov 16 23:51:59 +0000 2017,"@AmazonHelp Hey, I've got a bit of an issue. My order says my package was delivered but it can't be found anywhere and no one else in the house received it.",2584197,
1699059,515279,True,Sun Oct 29 05:59:18 +0000 2017,"@AmazonHelp My friend , pls go through all the tweets before replying! Although I appreciate your quick response.","1699058,1699060",1699061.0
829550,245391,True,Fri Oct 13 03:19:18 +0000 2017,@AmazonHelp I have several of these: https://t.co/BUebdhhjf2,"829552,829553",829549.0
2983651,822765,True,Thu Nov 30 05:45:43 +0000 2017,"So like, I'm never the one to complain but why have @117795 if your package doesn't get delivered the day its supposed to. Two-day shipping became UNKNOWN arrival and, where's my package located??????????!!!!!!!!!!!!!!",2983650,
815602,314215,True,Wed Nov 08 09:13:56 +0000 2017,Hey @115821 how many deliveries you make in a day in India?,815601,
816315,314392,True,Thu Oct 12 16:52:25 +0000 2017,@115821 Great to know that you hire customer service reps who hang up the phone on YOUR customers because they don't want to deal them!!,816314,
437349,218864,True,Tue Oct 10 17:28:18 +0000 2017,"Es ist erstaunlich wie erstaunt @116316 ist, dass man in der Familie Musik gemeinsam hören will obwohl man unterschiedliche Accounts hat🙄",437347,
1875447,559878,True,Wed Oct 18 09:27:28 +0000 2017,"@AmazonHelp Hi, I need to return an item that's defective but wasn't given the option to arrange a Hermes pickup .. can you help?",1875445,
1444373,455172,True,Thu Nov 02 15:44:40 +0000 2017,@AmazonHelp Amazon Shipping,1444375,1444372.0
665566,122905,True,Fri Nov 03 08:13:07 +0000 2017,@115850 when will you deliver my product. I am waiting for it from past 2 weeks.,665564,
2355256,680443,True,Wed Nov 15 03:15:34 +0000 2017,@AmazonHelp .@AmazonHelp .. oh yes... But this happened earlier as well as most recently.. and having placed so many orders on .@115821 so far... am not wrong when I say your #customerservice standards are detoriating.,"2355258,2355259",2355255.0
648506,274108,True,Wed Nov 22 18:54:25 +0000 2017,@AmazonHelp Aamer*,648505,648507.0
2841785,790711,True,Mon Nov 27 17:09:22 +0000 2017,"@AmazonHelp I don’t think they were requested, but I have been waiting two weeks now for a refund on an order.",2841787,2841784.0
1319322,363738,True,Wed Oct 18 05:22:46 +0000 2017,@AmazonHelp I did not get any email regarding this..,1319320,1319323.0
2977360,821122,True,Fri Nov 17 00:44:11 +0000 2017,Amazon使ったことないのに架空請求ｷﾀ━(ﾟ∀ﾟ)━! https://t.co/y284LsfZoz,2977359,
553403,248654,True,Sat Dec 02 20:38:58 +0000 2017,@AmazonHelp marque y ya quedó :) el problema era que el país de mis contenidos era en USA  y ajustándolo a México quedó,553404,553402.0
2855132,793630,True,Mon Nov 27 21:02:34 +0000 2017,"@115821 last week you delivered a drone to my doorstep and it sat unattended all day. Today you couldn't deliver $5 clothespins because I wasn't there to sign for them?

#whyamazon #amazonproblems #amazon https://t.co/E4mouMsnJY",2855131,
502509,235052,True,Sat Dec 02 13:21:24 +0000 2017,@AmazonHelp Game was supposed to release yesterday(Friday). Since I pre ordered I was expecting amazon to ship it early (Thursday). It’s 10am on Saturday,502511,502508.0
1003690,357568,True,Sat Oct 14 12:54:52 +0000 2017,"@115850 is getting wrost placed order on 24-09-17 but still not received product or refund, even contact CC but no satisfactory response. https://t.co/7cwjOdFQZa","1003689,1003691,1003692",
273625,181370,True,Fri Oct 06 04:52:42 +0000 2017,Amazonからやっと火花DVD届きました！サイン書かれてるー！神谷伝記は大切に保管します https://t.co/kQ4eQVlD3W,273624,
839005,319547,True,Fri Oct 13 10:56:17 +0000 2017,"@115850 You charge customers for 1 day / 2 days guaranteed delivery, then you fail to deliver . Any compensation? #DeliverOnTimeOrGoHome",839003,
128767,144967,True,Fri Nov 24 04:36:17 +0000 2017,Dear @119625 it's @6714  from #RajaTheGreat Not @6715 please change the Name https://t.co/GyPVcJYzlU,128766,
1298965,118928,True,Thu Oct 26 23:02:52 +0000 2017,"@115821 how do I pay for next day delivery, and not get it the next day???",1298964,
1730075,508770,True,Tue Nov 07 13:45:28 +0000 2017,"@522846 @115830 Screwed us over, shipped last night, on target for delivery then this? Wtf, called them up and they haven't got a clue, Disaster! https://t.co/6VeGEWaGf1",1735193,1730074.0
2791970,779210,True,Tue Nov 21 20:37:14 +0000 2017,@115821 @779211 https://t.co/ujRGE6u69P,2791969,
536537,244319,True,Sat Dec 02 13:22:52 +0000 2017,"@AmazonHelp My order is the top item, clearly marked as “PRIME”, small print on order states 2-11Dec. This is no good as I need item to complete job. Your system will not let me cancel and buy from another seller 😡 https://t.co/bcn0RVAw37",536535,536538.0
2835685,119701,True,Mon Nov 27 14:24:47 +0000 2017,@115850 can some one pls tell wen will some one come for this pic up #help https://t.co/X3opm6ahw9,"2835683,2835687",
2428212,318183,True,Sun Nov 26 17:51:45 +0000 2017,@119625 @115850 Any chance of prime subscribers for 499/- again? I missed it earlier!!,2428211,
421425,215410,True,Tue Oct 10 07:52:29 +0000 2017,Dear @115850. I need 50 hard copy gift cards worth 1000 rs each. Please get in touch. Can't reach you,421424,
1134023,387204,True,Tue Oct 24 12:45:26 +0000 2017,"@AmazonHelp Pues mira, estoy a la espera. Hablé con el repartidor para decir mi piso y a los 15 segundos me llegó el mensaje de fallido.",1134022,1134024.0
