customer_tweet_id,customer_text,support_tweet_id,response_text,created_at,conversation_id
132387,@115821 why are all prime orders placed today arriving Monday? I pay a fee for next day delivery.,132385,"@145866 Prime delivery benefits depend upon stock availability, order deadlines, and in some cases the delivery address. ^KM",Fri Nov 24 08:10:28 +0000 2017,132387
1491490,@115850 Pls explain the discrepancy in price. https://t.co/TpAP8zBaA2,1491489,@466384 I realize your query about the MRP difference. Kindly go through the link here: https://t.co/6v1ljxzEI0 for details. ^SG,Fri Nov 03 09:45:01 +0000 2017,1491490
1293705,@AmazonHelp Please tell driver for T# TBA509930867000 to leave the package at door. I am home all day.  There should be no reason to miss.,1293704,@189762 Thanks for reaching out to us. You can add delivery instructions to your order here:  https://t.co/Y5jpI9gRhE ^FJ,Thu Oct 26 21:27:46 +0000 2017,1293705
1786056,@AmazonHelp Yes. Pumps. 3”-4” heels. Black. Stilettos. Leather. Highly rated. Rounded toes.,1786057,@536618 Would you be able to give us a link with what you are searching and what filters are you using so we can check the results?^MA,Sun Nov 26 07:09:31 +0000 2017,1786054
673091,"@AmazonHelp Oh I can't remember, a few things in settings but a lot of what she suggested wasn't in the settings. I did buy a film to see if that worked but it didn't so she refunded my money. The pre-installed app on the shield is totally different to the one on my phone.",673092,@184607 I'm sorry that the previous troubleshooting failed. Can you contact us again:  https://t.co/JzP7hlA23B so we can take another look? ^MI,Thu Nov 23 14:45:00 +0000 2017,673099
1730225,Amazonのダンボールあげるとすぐ入るんだけどw https://t.co/45sFxGpSy9,1730223,@522880 |・ω・)　実はわんちゃんがついつい入ってしまうように魔法をかけてあります ￡(*’ο’）/☆*。;+， (そんなわけはないですが・・・)  HM,Tue Nov 07 11:32:01 +0000 2017,1730225
1424269,"@120533 Votre technique du ""on a du annuler votre commande quelqu'un s'est connecté sur votre compte""....",1424267,"@450942 Bonjour, je suis désolée pour cela!
L'avez-vous signalé à notre SAV, je vous prie?^FT",Thu Nov 02 10:16:35 +0000 2017,1424278
1443124,"Thanks @115821 for guaranteeing delivery today, and the package hasn’t arrived. Now you’re telling me to wait til Wednesday?",1443122,"@157526 I'm sorry for this delay. If it doesn't arrive by Wednesday, please reach out to us here: https://t.co/hApLpMlfHN ^RR",Sun Nov 26 01:16:26 +0000 2017,1443124
460046,@AmazonHelp Yes you did,460048,"@224313 Thanks very much for the additional information, Patrick! In this case, we would love to further assist, but we'll need you to contact us directly in order to do that. Please give us a call or chat here, and we'll get this sorted for you:  https://t.co/hApLpMlfHN ^JD",Fri Dec 01 02:32:28 +0000 2017,460047
1593391,"Don't you just love it when @115821's Same Day delivery turns into ""How about Monday?"" Breathlessly awaiting the next update.",1593390,@489713 I'm sorry for the delay! What's the current tracking shown here: https://t.co/Y5jpI9gRhE ^AG,Sun Nov 05 01:37:27 +0000 2017,1593391
380226,@AmazonHelp Sent all communication to you on 9th &amp; was told that it will be done ASAP. See all communication sent to you.,380227,@206187 Did you receive any e-mail response from us? ^BM,Fri Oct 13 08:44:32 +0000 2017,380216
378976,@AmazonHelp very bad customer service...i m not able to contact anyone.....i need d invoice copy of my this order no....please do it faster https://t.co/2tWnL6miyS,378975,"@205939 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^HR",Mon Oct 09 06:06:52 +0000 2017,378976
611135,"@AmazonHelp I got a refund but that's not the real issue here, the real problem is that I need to be able to trust Amazon to deliver my orders on time. I know it's only been a couple of months but this new delivery service has been quite awful for me and not at all up to Amazon's standards.",611134,@265305 Sorry to hear the order was damaged in transit. Rather than deliver damaged items to you our carrier may return the order to us. You can find more information here: https://t.co/nA67OS2GzK ^MI,Wed Nov 22 13:15:01 +0000 2017,611137
1598767,"There is certain expectation from @115821 , please do not let down customers with such low quality speakers on Echo plus @AmazonHelp",1598765,@127217 I'm sorry to know that the device wasn't as expected. I'll certainly forward your feedback to the relevant team. ^EM,Sun Nov 05 03:34:24 +0000 2017,1598767
709999,@AmazonHelp Thank you! Is it okay if I send you a DM with the info?,709997,"@289773 We'd like to help, but please only DM information that you are comfortable sharing with us! We'll be here when you need us. ^JD",Tue Oct 10 21:08:52 +0000 2017,710001
1134036,@AmazonHelp Merci :),1134038,@387208 A votre service ^KD,Tue Oct 24 13:09:29 +0000 2017,1134037
2473471,"@AmazonHelp You guys had only one job to give to the delivery folks, if I requested it to be from 9am to 12p, why the hell you guys have them delivered at 7 something am and I’m not there? If this item goes missing,you guys are in hell.",2473470,@144390 Sorry to hear your order was delivered when you were not in. Please reach out to us here: https://t.co/hApLpMlfHN so we can look into this for you. ^ES,Wed Nov 15 13:06:00 +0000 2017,2473472
852791,@AmazonHelp I have already requested it yesterday. But when are you sending it after the request ? Time ?,852793,"@322584 We're still sending out invitations, so you don't need to apply again if you already requested for an invitation. ^HA",Fri Oct 20 16:02:28 +0000 2017,852792
2784506,"@115850 Your Amazon.in order #407-6220684-5269968 could not be delivered as customer was not available.. Delivery was never tried and no one called and I still keep getting this message every day. The service is just getting worse.
#badservice",2784505,"@777480 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2)^MN",Tue Nov 21 18:00:00 +0000 2017,2784506
2416991,@115850 please available nokia 8 on bajaj finsiv no cost emi,2416990,@694604 I'll pass along your comments internally as feedback. ^HK,Sun Oct 29 10:04:00 +0000 2017,2416991
2922482,@AmazonHelp They said they will follow up within an hour.  They again used the same carrier after I specifically started that I didn't want them to use the same delivery person.  When they checked it showed that it was the exact same person.,2922484,@137602 Understood. Please keep us updated on the followup. ^RR,Wed Nov 29 02:19:00 +0000 2017,2922490
267732,"アマゾンで買い物ついでに欲しいと思ってたスチームアイロンもポチる。
1万弱ぐらいのイメージだったから2千円という安さにビックリしたけど、これ大丈夫だろうか...",267731,"@179834 Amazonをご利用いただき、ありがとうございます！
商品到着まで、今しばらくお待ちください୧꒰*´꒳`*꒱૭
(*´-`).｡oO(お届けした商品に問題があれば、返品や交換のお手続きが可能です。)TY",Fri Oct 06 00:16:00 +0000 2017,267732
2478894,"@AmazonHelp Any way to find out if this will have release date delivery? Not a fan with the way you handle products lately by offering one day shipping at last moment which isn't covered by Prime, scrapping the need to give free release date delivery https://t.co/Bno6EVVHTi",2478891,"@708446 Happy to help, Fabien! On the Product Details page for Xenoblade Chronicles 2, it states that this item is not eligible for Release Date Delivery, so pre-orders may not arrive on the day of release. Please let us know if we can help with anything else at all! ^SD",Wed Nov 15 14:57:30 +0000 2017,2478894
952531,@117086 Adoro quando vejo esse sorriso!,952538,@345991 Ah que lindooooooo Vaneza! Ele ama a Amazon também? Muito fofinho! Rs rs rs 😍🐶📚 ^JJ,Sat Oct 21 20:40:36 +0000 2017,952530
155255,"@AmazonHelp Dice Amazon prime memb, por $212 pero yo la pagué por un año y caduca el 8 de junio. En serv a cliente me dijeron que debe ser que pedí un producto doble, pero no coinciden las cantidades y que entonces lo vea con mi banco😐",155256,"@151596 Comprendo, Isabel. ¿Has contactado con tu banco para verificar los detalles del cobro? ^AA",Fri Nov 24 23:36:00 +0000 2017,155253
440357,@AmazonHelp Vous l'avez dans vos DMs. Merci !,440358,@219486 Je vous remercie. ^BR,Wed Oct 25 19:14:22 +0000 2017,440355
1494220,"Pré-commandé depuis l'annonce du jeu, @AmazonHelp vous vous foutez réellement de ma gueule j'espère ? #CallOfDutyWWII https://t.co/VKGrU785NF",1494218,"@208983 Bonjour, je suis sincèrement désolée d'apprendre cela. L'avez-vous signalé à notre Service client s'il vous plait ? ^SB",Fri Nov 03 11:11:00 +0000 2017,1494220
2418555,@115830 thanks a bunch for putting my parcel in the bin and adding a smiley face #disgusting #filth #vile #sloppy #clothesnolongerwanted https://t.co/yVhM4SzobL,2418553,"@694905 This is not the experience we want you to have, Tony. When you get a moment, we'd like to further review with you in real-time, via phone or chat, here: https://t.co/JzP7hlA23B ^FD",Tue Nov 14 18:00:57 +0000 2017,2418555
473162,@AmazonHelp Saying we couldn’t get access to the property yet we have no gated access where you need a code!,473164,"@227676 Sorry to hear that, Laura. What was the original estimated delivery date that was provided to you on your order confirmation email?",Fri Dec 01 09:59:56 +0000 2017,473163
422292,"@115850 #AppTreasureHunt slvd in &lt; 3mins, stl prodct pg shows as 'late'. Is it coz I ws l8 or there's a limit, as I won 1 abt a wk ago? :(",422291,@215584 Have you reported it to the support team here: https://t.co/TxK11znixD (2/2)^HR,Tue Oct 10 09:35:32 +0000 2017,422292
704355,Ordered a new mouth guard for training and amazon say it’s been delivered and here I am still waiting :))))))))),704354,@288312 Oh no! Have you checked with members of your household or neighbours to see if they accepted delivery for you? ^ES,Tue Nov 21 15:32:57 +0000 2017,704355
2757862,@AmazonHelp I want to talk to someone immediately who can actually do something. This is getting annoying.,2757863,"@686831 Without giving account details, what is the concern today? We'd like to help! ^BE",Tue Nov 21 03:38:36 +0000 2017,2757875
670469,フラゲできた！！！ありがとうアマゾン🙏 https://t.co/szcUcfRCpL,670468,@279932 とんでもないことです！ありがとうございますお客様🙇✨ お楽しみあれ～🎵 RI,Thu Nov 23 05:44:30 +0000 2017,670469
167951,@AmazonHelp Still no answer though?,167953,"@155071 Hi, prices may change based on a number of factors. What exactly did we advise when you contacted us?^MA",Sat Nov 25 11:10:55 +0000 2017,167952
1597722,"@AmazonHelp ha ha your customer care emails says response in 6 hours and they never respond, the form i filled out said response time 7 days! #fail",1597724,@490782 We've received your details and we'll get back to you with an update. Keep and eye on your mailbox. ^AS,Mon Nov 06 10:18:27 +0000 2017,1597723
2105789,@AmazonHelp I've had a email to say my parcel has arrived but it hasn't?,2105787,"@479300 Oh no Amy, did you place your order with https://t.co/7yV9C8UyS7? ^ES",Wed Nov 08 13:28:18 +0000 2017,2105789
534228,"@AmazonHelp The product is opened. It is a 2013 manufactured product. The warranty has expired long back. I checked with boss whether they will cover it and they outright refused. So, you are basically selling expired, outdated products by showing pictures of a brand new product. Well done.",534230,@243731 I’m sorry about the hassle. Kindly drop in your details here: https://t.co/GIJyeYqKE0. We’ll look into it. ^SB,Sun Dec 03 05:24:00 +0000 2017,534229
2613231,"@AmazonHelp At this point, I've requested a refund only to get a message asking me to return an item I've never received. 😡.",2613230,"@738779 Hi, I'm sorry to hear this. What options did you choose when arranging the return on your account? ^KK",Fri Nov 17 13:05:00 +0000 2017,2613231
2281450,@AmazonHelp Thank you for your reply.. keep entertaining us....,2281451,@643626 Our mission is to be earth's most customer-centric company. We'll ensure to keep everything this way. ^MN,Sun Nov 26 16:22:00 +0000 2017,2200745
530835,"@AmazonHelp We have returned product on 26th July and still haven't received money back in my account. UTR No: __credit_card__, when we contacted bank they say they didn't receive any amount. PFA. https://t.co/3emfcW5Xdn",530833,"@242946 Thank you for contacting us. We do not suggest giving account information through a public platform such as Twitter. We are here to help! Just to clarify which site are you using, https://t.co/Pw2smIpXGH or any others? ^SC",Sat Dec 02 10:05:00 +0000 2017,530835
2772344,"@AmazonHelp 23 de novembro. Mas já pedi ajuda pelo chat de vcs. Disseram que entraram em contato com a transportadora pedindo ""entrega imediata""...",2772346,"@774908 Lamento pelo atraso. Me diga, o pacote foi enviado pela Amazon ou por um vendedor externo? ^CR",Mon Nov 27 00:49:00 +0000 2017,2772345
2537498,"@AmazonHelp この度はわざわざツイートを拾っていただきリプライまで、ありがとうございます…！
マーケットプレイスの出品者だと思います…！ https://t.co/XzCIw0VfpD",2537500,@721763 ご確認いただきありがとうございました。そちらは出品者が発送する商品ですね。恐れ入りますが、お問合せ伝票番号で検索が出来ない場合や、配送状況の確認については直接出品者へお問合せいただきますようお願いいたします。 https://t.co/FxJ1Mc9MTy EK,Thu Nov 16 09:38:52 +0000 2017,2537499
2933636,"@117634 You have a paperwhite flaw. It is not possible to flip back from landscape to portrait. There is no menu point in my Kindle paperwhite EU L 2238.
PLease help!",2933635,"@811216 Hi Mikael, sorry to hear that. You should be able to flp the screen, please try holding down the power button for 40 secs to restart the device. ^RS",Wed Nov 29 09:24:55 +0000 2017,2933636
232388,@115850 @122869 Yes reported but refund still not received and its more than 15 days,277601,@171321 I’d like to understand this better. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest. ^RD,Fri Oct 06 07:47:31 +0000 2017,232386
1335078,@115850 Order #404-5809686-5198749: Ordered @160663 Redmi 4 &amp; got an amazing surprise. #AmazonGreatIndianFestival https://t.co/LIruZlKULX,1335077,"@431437 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (3/3) ^MO",Mon Oct 16 13:03:40 +0000 2017,1335078
1044999,@AmazonHelp my parcel has been delivered to a non existent receptionist. I'm at home (have been all morning) and no sign of it anywhere!,1044996,"@367064 Hey Leanne, sorry to hear. Who is the carrier in question? Please check out - https://t.co/W76USB1acf Keep us posted. ^TP",Mon Oct 23 10:04:01 +0000 2017,1044999
1603737,@AmazonHelp  https://t.co/cUeuoX79KX,1603739,@492153 gift card details here as we consider them to be personal information. Our Twitter page is visible to public. 2/2 ^RS,Sun Nov 05 09:10:00 +0000 2017,1603738
1786166,@116875 Cuando bajan el iPhone ?,2847399,"@791909 Hola Raul, en el momento no contamos con esta información, puedes estar pendiente de nuestra página web en ella estaremos publicando más novedades. ^DA",Mon Nov 27 18:33:30 +0000 2017,1786150
1434072,"@AmazonHelp I reloaded $25, where is my $5 for reloading with Amazon Cash?",1434070,@251780 The $5 is in the form of a promo credit which will show in checkout when purchasing an item shipped and sold by Amazon. ^TR,Thu Nov 02 22:24:01 +0000 2017,1434072
205108,@AmazonHelp There's no shipping info at all,205107,@164581 That's odd! We'd like to look into this with you! Please reach out to us by phone or chat here: https://t.co/hApLpMlfHN ^KJ,Wed Oct 04 23:56:51 +0000 2017,205112
1416826,Ya lo analicé bien y necesito un @117634,1416824,"@449288 Hola, Jose. Si amas leer, entonces sin dudas te encantarán nuestros Kindle. :D ^CR",Thu Nov 02 03:26:46 +0000 2017,1416826
439658,@115850 But you never declare the winners in App why??,439656,@219377 Winners of the contest will be declared on Twitter and Facebook. ^SH,Wed Oct 11 10:25:56 +0000 2017,439660
2297413,"@115821 right now you're customer service is AWFUL! My account has been locked and no matter what I do I get the same ""canned"" email.",2297411,@666948 Sorry to hear- Which site is your account with? What has been advised when you reached out previously? Have you been provided any steps to regain access to your account? ^NV,Sun Nov 12 13:45:03 +0000 2017,2297413
1492709,"@AmazonHelp Also, can I ask amazon to pay my overdraft fees seeing as though as far as my bank is concerned the money has gone???",1492713,"@466644 Apologies for the delay. We request payment once, when the order enters the dispatch process. Was there a payment issue? ^TD",Fri Nov 03 11:42:31 +0000 2017,1492712
1655683,プライムビデオが便利すぎる。,1655682,@505268 (*´-`).｡oO（ありがとうございます♪ いろんな作品がございますので、たくさん観てくださいね！）TN,Mon Nov 06 03:25:00 +0000 2017,1655683
1472562,@AmazonHelp 3 de noviembre pero sin hora 🙌🏻,1472561,"@461806 Comprendo. En caso de no recibir el pedido en la fecha indicada, no dudes en contactarnos de nuevo. ^CR",Fri Nov 03 01:23:56 +0000 2017,1472564
2882690,"@115850 

only 15 Digits are there inside the wrapper.
forgot to print ?? https://t.co/4davyo911q",2882689,@799776 Apologies for receiving an invalid voucher code. We would like to take a closer look into this. Please share your details here: - https://t.co/beaaDm0muc and we'll get this fixed. ^SC,Tue Nov 28 09:50:30 +0000 2017,2882690
2728933,@AmazonHelp I have already.  Thanks.,2728932,@753928 Please keep us in the loop and let us know if it is resolved! We're here to help if you have further questions or concerns as well. ^TG,Mon Nov 20 14:47:38 +0000 2017,2727966
1719183,いつの間にかAmazonプライム会員になってた？謎だ…,1719182,@520456 (2/2)なお、有料会員移行後にAmazonプライム特典のご利用がない場合は、会員登録の終了と年会費のご返金を承っております。詳細は、こちらのヘルプページをご参照ください。https://t.co/Aw1gyOpOa2 HM,Sun Nov 26 05:41:25 +0000 2017,1719183
1382734,@115850 Folks my Prime membership ends on 30th of this month and there is no option for me to renew before the price increase :(,1382732,@441802 You may end the Prime subscription now from here: https://t.co/akfj9fTyh6 and you may subscribe it before 30th October 2017 ^AR,Sat Oct 28 07:16:00 +0000 2017,1382734
2672971,@115821 someone changed my account email and I don’t have access to my account please help,2672969,"@752543 Oh no! I'm sorry to hear this, Taylor! Please reach out here so we can further assist! https://t.co/hApLpMlfHN ^MW",Tue Oct 31 11:43:00 +0000 2017,2672971
12540,"@AmazonHelp Message from Rahul from Social Media team.
Upon checking your order I see that issue is being handled by Executive Customer Relations team.",12539,"@118505 As requested, please respond on the requested email and our specialist team will reach out to you. ^HK",Sun Oct 29 04:36:00 +0000 2017,12549
1968376,"@AmazonHelp Da beide Pakete tatsächlich gestern kamen, habe ich nicht mehr nachgefragt.",1968377,@398589 Das freut uns zu lesen. Hab noch einen schönen Tag. ^TG,Wed Nov 08 10:53:00 +0000 2017,1184667
262531,"@AmazonHelp Thank you, did it.",262532,@178540 Thanks for keeping us in the loop. We will be in contact soon.  ^AG,Thu Oct 05 22:36:31 +0000 2017,262529
477814,"Gah! @115830 have messed up my Xenoblade Chronicles 2 Special Edition pre-order... This isn't the 1st or even the 2nd time they've done this with a SE. Very disappointed, as their service is normally very good :(",477812,"@228503 I am sorry to hear about the trouble. We are here to help! Just to clarify, can you tell us more about what's going on? ^SC",Fri Dec 01 11:55:30 +0000 2017,477814
1253362,"@116316 Hi, I have never received this order or a refund for it, can you have a look? Order #: 306-3301478-8770714",1253361,@414009 Hello! Please contact our support to take a look at: https://t.co/LhVV8x5nWI Regards ^TG,Thu Oct 26 06:06:00 +0000 2017,1253362
954303,@AmazonHelp you damaged &amp;returned my item and refuse to replace it. Its an addon item &amp; told me to have it replaced I have to buy more stuff,954301,"@346432 I'm sorry for the frustration, we are unable to ship add-on items on their own. Did we issue a refund for your order instead? ^MB",Sat Oct 14 01:55:41 +0000 2017,954303
1329510,"Yet again, @115821 delivery left outside front door just 3 daus after being assured it would not happen again",1329509,@389291 Apologies Miriam. Do you know if it was the same carrier? Have you been in touch? ^TP,Fri Oct 27 12:35:35 +0000 2017,1329510
2888239,"@AmazonHelp Hi, they told me to wait for dispatch and return it and go buy from @127894. As he is the supervisor and one step ABOVE customer service head office.",2888240,"@132436 I'm sorry for the trouble with the order! We don't have access to your account or it's details via Twitter, but we'd still like to help. Did you receive any e-mail regarding the warranty/coverage? ^TG",Tue Nov 28 14:24:00 +0000 2017,2888245
801645,"quando il corriere non arriva il giorno previsto mi sento tradita nel profondo.
io mi fidavo di te e di Amazon prime. mi fidavo davvero.",801644,@311020 😥 Hai già sentito i colleghi del Servizio Clienti? Puoi farlo da qui: https://t.co/tWYmxQpdsS. ^CS,Thu Oct 12 16:06:00 +0000 2017,801645
323699,@AmazonHelp @115821 @115850 Ain't I suppose to receive the parcels 1st and then the confirmations. Tried calling the delivery guys number too but it's not reachable 😡,323700,@193101 Allow our support team to look into this. You can connect with us here: https://t.co/R3EfhzgU8B ^CB.,Sat Oct 07 16:26:04 +0000 2017,323698
346256,@115821 Hi..Do all Amazon kindles are E-ink? &amp; how about the All New Fire HD 10 which will be out soon?,346255,@198412 E-Ink refers to special technology used in black &amp; white E-Readers. What information are you looking for? We're here to help! ^AM,Sun Oct 08 03:54:00 +0000 2017,346256
2184095,Dear poopy-heads at @116316 please send me my #DoesItFart book ASAP like you promised to do,2184094,"@629173 Have you told our customer service that you miss your book? If not, please contact them via: https://t.co/ohyvGrpvrY ^NW",Thu Oct 19 13:38:01 +0000 2017,2184096
667689,@AmazonHelp Done,667691,@279151 Thanks for the update. We've received your details and we'll get back to you at the earliest. ^SC,Thu Nov 23 04:52:30 +0000 2017,667690
2686408,"@AmazonHelp I have a charge on my debit card for digital services, I don't show I ordered any. How do I find out what this is?",2686407,"@349581 Hi, sorry to hear that, how much is the charge for? ^JJ",Sun Nov 19 13:40:00 +0000 2017,2686408
811608,I order 1 Amazon fire stick why is my box the size of a TV? @115821 https://t.co/jrgVdr7aJA,811607,@313374 We're always looking for ways to improve! Please submit your feedback here: https://t.co/2AGESmC8t0 ^ZW,Thu Oct 12 19:40:00 +0000 2017,811608
546386,£7.99 to watch a video on @129773 and the quality may as well be a camera copy 😐 not impressed at all.,546384,"@247051 Sorry to hear that, Sam. Can I ask if this relates to a particular movie or TV show?^TI",Sat Dec 02 17:37:26 +0000 2017,546386
1179629,@AmazonHelp almost 24 hrs since your #failuretodeliver &amp; no refund yet! Need my money to pay for what I ordered @Walmart! #wehaveoptions,1179627,@381148 What was the estimated delivery date provided at checkout/in your e-mail? We don't want to miss our mark and we're here to help! ^FD,Tue Oct 24 21:59:00 +0000 2017,1179629
1325884,@115850 What is Aramex's customer service number in New Delhi? Incorrect house number typed. Need to correct.,1325883,"@429378 We wouldn't have the courier details to provide. Kindly connect with us here: https://t.co/vlvfJr4nN9, we'll be sure to help. ^SA",Mon Oct 16 12:16:29 +0000 2017,1325884
1200591,.@115821 your vendor @76755 shipped only 4 Chromalux 💡Frosted-60w rather than correct number 6 (bill of sale) that I paid for. https://t.co/jlv7YfuZiI,1200590,@402095 I'm sorry about this! Please reach out to the seller directly here: https://t.co/qmUCLnY6bs ^QJ,Wed Oct 25 05:36:27 +0000 2017,1200591
1713844,"#AmazonFail / Dear Amazon, I am exhausted waiting up for my same day delivery. I am more tired to see the delivery status switch to 'attemp…",1713842,@519019 I'm sorry your order hasn't arrived! Late packages typically arrive the following day. Please let us know if it doesn't! ^GM,Tue Nov 07 02:47:31 +0000 2017,1713844
1786625,"USPS says they “attempted delivery”. First of all, I been here all day... @115821 @AmazonHelp",1786623,@536756 I'm sorry to hear about the trouble! Does this happen often? ^HC,Tue Oct 17 23:38:31 +0000 2017,1786625
2811795,"ありがとうAmazonプライム！！
火鳥兄ちゃんに 
もう一度 会わせてくれて！！！
( ；∀；)

もう眠れない ( ；∀；)
むしろ寝ない ( ；∀；)
寝なくていい ( ；∀；)

#火鳥兄ちゃん
#太陽の勇者ファイバード 
#勇者シリーズ https://t.co/Ag2lRixCcj",2811794,@784069 ご利用ありがとうございます🙇　ごゆっくりお楽しみくださいませΣd(*`･∀･´*)　SM,Wed Nov 22 07:59:00 +0000 2017,2811795
