id,tweet_id,text,created_at,conversation_id,gold_intent
31,372170,"@117086 o Amazon Prime Vídeo é pago? Se sim (o que é óbvio) quanto custa, aproximadamente, e à quais conteúdos se tem acesso ?",Sun Oct 08 23:00:14 +0000 2017,372168,prime_issue
32,388004,@AmazonHelp How much time it gonna take more? If it wasn't the thing you wanted to include then why did you ad the thing on app?,Wed Oct 18 05:21:20 +0000 2017,388005,general_unclear
33,425075,So i closed my @115821  account over a year ago because of fraud and to find out they never closed it and took £179 out my account does that bot scream fraud too #Fraud #Amazon EXPLAIN .....,Mon Nov 20 14:59:34 +0000 2017,425074,payment_issue
34,426679,@AmazonHelp Yes its active,Tue Oct 10 12:32:42 +0000 2017,426678,general_unclear
35,427358,@115850 2day I 've talked to 1 of your Cust supp agent named sunita (called frm 8510091993) &amp; she is the best agent i've ever encountered.,Tue Oct 10 12:54:22 +0000 2017,427357,thank_you
36,445518,"@AmazonHelp @115850  u ruined my experience my excitement of buying d OnePlus 5t on d very first day. Any all this ""Apologies"" is d only thing u can say . U brand name has been ruined @132995 and ur loosing ur fan base bcoz of such shitty service",Wed Nov 22 12:13:20 +0000 2017,445519,general_unclear
37,450778,@AmazonHelp Solo me llegó un cobro a mi tarjeta de 459 pesos pero ni idea de que sea.,Thu Nov 30 19:17:30 +0000 2017,450777,payment_issue
38,464279,@AmazonHelp @AmazonHelp mat bhoonko harami k pillon suar ke aulado ullu ke paththo,Fri Dec 01 03:38:59 +0000 2017,464278,general_unclear
39,465060,"@AmazonHelp ま、まさかの公式さん…！！
ネット関係に疎く不安に思っていたのでとても安心しました。フォロワーさんにきいたところ同様の件が多発しているようで、お忙しい中対応も大変でしょうにご丁寧にありがとうございます！",Fri Dec 01 05:09:17 +0000 2017,465062,thank_you
40,466675,"Minha primeira compra na @117086 e rolou isso.. É normal? Diz que o destinatário não estava, mas não é a minha cidade... https://t.co/rKjs9wePgp",Fri Dec 01 04:05:25 +0000 2017,466673,delivery_issue
41,468817,@AmazonHelp  I am not able to view or edit my cart.  I just get an “Oops” message.  I emailed for help and received no response (even an automated one) yet.,Fri Dec 01 06:25:18 +0000 2017,468816,general_unclear
42,483079,@AmazonHelp That means consumer has to pay extra even if its an issue from vendor. Aside i agreed to pay delivery charges but that doesn’t mean product product should be sold more than MRP.,Fri Dec 01 13:55:31 +0000 2017,483077,general_unclear
43,483817,@AmazonHelp ¡Os contaremos!,Fri Dec 01 15:57:10 +0000 2017,483818,general_unclear
44,496001,@117086 7,Fri Dec 01 21:36:44 +0000 2017,507102,general_unclear
45,503455,"Es gibt ja (leider) nicht allzu häufig Gründe, den Kundenservice von Unternehmen zu loben. Nach einem sehr netten mit dem Support von @116316, kann ich freudestrahlend 6 von 5 Sternen für ein sehr nettes Gespräch samt Ergebnis vergeben.",Fri Dec 01 20:08:51 +0000 2017,503454,thank_you
46,512375,@AmazonHelp This is what’s on my account when I select track package. Shipped by UPS: https://t.co/RPhBpKVSWl,Fri Dec 01 23:26:42 +0000 2017,512374,delivery_issue
47,515314,Amazon musicをフル活用してなかったプライム会員です🙋🏻‍♂️ https://t.co/T3IZageaM3,Sat Dec 02 00:23:37 +0000 2017,515313,prime_issue
48,520738,こんだけの荷物をこんなバカでかい箱に入れてくるの本当にやめてくれAmazon… https://t.co/DrGoOFHTPK,Sat Dec 02 03:05:42 +0000 2017,520737,general_unclear
49,522524,@AmazonHelp Why does our package keep getting delayed for delivery but it has been in our city since Wednesday? This is ridiculous!,Sat Dec 02 04:10:24 +0000 2017,522523,delivery_issue
50,532632,"@AmazonHelp Update: Die Kollegin vom Kundenservice hat die Rücküberweisung veranlasst und sich entschuldigt, als hätte ich sie fressen wollen. Dabei hab ich nur höflich gefragt, wo es klemmt :-D",Sat Dec 02 21:19:23 +0000 2017,532633,refund_return
51,538487,@AmazonHelp All I got was it was delayed due to operating conditions.,Sat Dec 02 15:51:57 +0000 2017,538489,delivery_issue
52,550498,@AmazonHelp Yes email says expected 2nd december then when go my orders amazon its been changed too 2nd to the 5th as a prime customer it says nxt day not change dates as suits or at least phone customer if theres a delay.,Sat Dec 02 19:15:08 +0000 2017,550500,delivery_issue
53,579075,@AmazonHelp Safe to post the two order numbers here for you to look into?,Sun Dec 03 11:01:14 +0000 2017,579070,general_unclear
54,611061,@AmazonHelp Dois dias seguidos. Dois dias em que estou em casa e o entregador não aparece aqui e diz que não conseguiu fazer a entrega? Não pode ser sério um serviço porco desses,Thu Nov 23 12:21:44 +0000 2017,611063,delivery_issue
55,619101,@AmazonHelp Nah u don’t understand the customer plight. Else d issue wouldn’t have been left unattended for dis long. So stop putting a mask of concern,Sun Nov 12 07:14:46 +0000 2017,619100,general_unclear
56,633635,@116316 Ich erwarte die nächsten Tage noch 2 Päckchen. Kann euch gerne auf dem laufenden halten. 😉,Wed Nov 22 19:07:05 +0000 2017,648422,general_unclear
57,641660,"@AmazonHelp Umm...more like multiple deliveries. I have had orders say no one home yet I was in my front yard, packages lost then refunded, and currently one sitting on a truck but no one knows where #notcool #holiday",Wed Nov 22 21:00:41 +0000 2017,641662,delivery_issue
58,644009,@amazonhelp the search function for books seems to be down. Has anyone else reported this?,Thu Oct 26 17:42:17 +0000 2017,644007,general_unclear
59,657999,@AmazonHelp ¡Gracias por responder tan rápido! Así lo haré,Wed Nov 22 23:03:14 +0000 2017,657998,thank_you
60,695900,"@AmazonHelp Order number is 202-7154694-4601966. Got it delivered to a business address because I thought it was arriving today and I'm not here tomorrow, hence being annoyed at the ammended delivery.",Thu Nov 23 16:42:25 +0000 2017,695902,delivery_issue
61,697977,@AmazonHelp No han podido validar un num de tel y dirección del titular de la tarjeta y ya mandaron por correo la información y no recibimos respuesta,Tue Oct 10 19:17:16 +0000 2017,697979,payment_issue
62,698763,@AmazonHelp Nope! 9:48 https://t.co/tW0yZdlB1a,Fri Oct 13 02:49:05 +0000 2017,698761,general_unclear
63,707884,@AmazonHelp third party i think,Tue Oct 10 20:10:10 +0000 2017,707886,general_unclear
64,715583,"Amazonのシステムエラーで自動返品になってた😭（２回目）
なかなか手に入りにく商品やっと予約出来たと思ったらこれだものねー

さよならスーパーファミコンクラッシックミニ…今日届くと思ってたのに😭
再販大人しく待つ😣",Fri Oct 06 12:06:09 +0000 2017,715582,delivery_issue
65,744104,@AmazonHelp @115850 why do you want me to call time and again when u have all the details... I hv already called and written enough number of times,Fri Oct 13 03:09:29 +0000 2017,744105,general_unclear
66,757139,"@AmazonHelp OK. Filled it out. Hopefully, a real human can now contact me to discuss. Hard to believe @115823 can't provide support for merchants.",Wed Oct 11 19:58:24 +0000 2017,757140,general_unclear
67,777546,@AmazonHelp Had known it would have took longer I would have paid for same day shipping.,Thu Oct 12 04:01:27 +0000 2017,777548,delivery_issue
68,779306,@115821 why y'all gotta play with my emotions like this https://t.co/RKZLKnxRjI,Thu Oct 12 04:32:57 +0000 2017,779304,general_unclear
69,784716,@AmazonHelp Just now,Thu Oct 12 08:28:49 +0000 2017,784718,general_unclear
70,839860,@AmazonHelp 🖕🏾🖕🏾thanks for nothing,Fri Oct 13 02:26:09 +0000 2017,839859,general_unclear
71,842354,"@115850 I am expecting a delivery, it says customer requested delayed delivery even though I did not. What do I do?",Fri Oct 20 13:37:42 +0000 2017,842353,delivery_issue
72,849798,"@AmazonHelp hey, I have paid through cash on delivery and want to return a product. Can I get the refund into my amazon pay balance?",Fri Oct 20 14:36:10 +0000 2017,849797,refund_return
73,857024,Amazonプライムってクレジット払いしかできないのか？,Fri Oct 13 13:41:57 +0000 2017,857022,payment_issue
74,857722,"@AmazonHelp the only option available is a return, how can i return something that was never shipped in the first place?",Fri Oct 20 16:27:29 +0000 2017,857721,delivery_issue
75,897514,@AmazonHelp Sí lo leyeron? :(,Fri Oct 13 23:25:20 +0000 2017,897521,general_unclear
76,951842,"@AmazonHelp Hello, am now waiting at the coffee shop I have as my delivery address. Any way of contacting the driver to ask when he can get here?",Sun Oct 22 14:18:11 +0000 2017,951843,delivery_issue
77,959317,@AmazonHelp こちらこそ、素早い対応、本当にありがとうございました。,Sun Oct 22 05:07:22 +0000 2017,959318,thank_you
78,986086,Everyone is a fucking let down I swear even @115821 sent me the wrong thing,Sat Oct 14 10:13:57 +0000 2017,986084,general_unclear
79,1037380,"@116875 Señores de Amazon, necesito ponerme en contacto con ustedes, tengo un problema con mi suscripción Prime",Sat Oct 14 18:55:57 +0000 2017,1037378,prime_issue
80,1047233,@AmazonHelp then rollout such facilities only when you have sufficient in numbers! we used to something many times n suddenly if you stops ?,Mon Oct 23 11:19:58 +0000 2017,1047235,general_unclear
81,1053526,"Freaking service by Amazon!!!
One of the waste online sites ever seen @115821  @AmazonHelp",Mon Oct 23 12:26:03 +0000 2017,1053522,general_unclear
82,1115242,@AmazonHelp At least don't copy paste the same message three times! It just shows incompetence on your part!,Mon Oct 16 14:42:59 +0000 2017,1115243,general_unclear
83,1136212,@AmazonHelp I have already and 50 plus time to make u call. But not proper response from your side. Then I have to come on tweeter.,Sun Oct 15 16:24:44 +0000 2017,1136214,general_unclear
84,1176261,@AmazonHelp who might I contact about a store harassing me??,Wed Oct 25 00:24:43 +0000 2017,1176258,general_unclear
85,1178029,"@AmazonHelp Yep, done that twice and nothing changes.",Tue Oct 24 21:32:18 +0000 2017,1178031,general_unclear
86,1204479,"@AmazonHelp 0 reviews to see, no reviewer ranking and getting a message when attempting to leave new reviews saying I may be biased",Fri Oct 27 09:40:14 +0000 2017,1204480,general_unclear
87,1205425,"@4822 Our Case id: 4082645192, complained abt violation but no action till date, sellers selling pirated books, abusing Amazon platform...",Thu Nov 02 05:36:20 +0000 2017,1205424,general_unclear
88,1213457,@AmazonHelp how do I get help for SellCentral? I can’t find a way to contact anyone; I need questions answered!!,Sun Oct 15 23:37:17 +0000 2017,1213456,general_unclear
89,1223265,@AmazonHelp Amazon have ruined Christmas for my 6year old. Not packaging items and not leaving in safe place as requested. Been offered £5. Insult!,Thu Nov 02 12:38:28 +0000 2017,1223267,delivery_issue
90,1232137,Um. @AmazonHelp... I am missing a can??? The plastic is still on and I don't even understand how this happened https://t.co/23kAvs7HOV,Mon Oct 16 01:16:42 +0000 2017,1232135,item_missing
91,1246347,@115821 what happened to two day shipping... does it only work on mondays????,Thu Oct 26 00:41:11 +0000 2017,1246344,delivery_issue
92,1248986,"@AmazonHelp Es que supe de personas a las que ya les cobraron el juego y esta en camino, y mi estatus sigue así :( soy de Guadalajara, Jalisco.",Thu Oct 26 02:50:14 +0000 2017,1248984,delivery_issue
93,1251734,@AmazonHelp 迅速且つご親切にありがとうございました(*´∇｀*),Thu Oct 26 04:46:19 +0000 2017,1251733,thank_you
94,1258989,"@115851 #jeffbezos Need your help sir,customer service @2005 is not providing solution, recieved soap instead of a phone worth 33k",Thu Oct 26 08:32:29 +0000 2017,1258987,general_unclear
95,1259308,Our Amazon delivery guy always tries the handle before knocking. If the door’s unlocked he’ll just walk right in. It’s not okay. #amazonkey,Thu Oct 26 08:50:18 +0000 2017,1259306,general_unclear
96,1305175,"@118919 hello amazon, when can I book an iPhone X ?",Fri Oct 27 01:56:43 +0000 2017,1305174,general_unclear
97,1340599,@AmazonHelp Order *,Fri Oct 27 15:34:03 +0000 2017,1340597,general_unclear
98,1352805,"Danke @116316 bei der Paketverfolgung steht Zustellung=heute
Was ist? Es kommt nicht...
Danke dafür man kann sich immer auf euch verlassen",Fri Oct 27 18:07:10 +0000 2017,1352804,delivery_issue
99,1386466,@AmazonHelp I received the wrong item. about 10oz too large and wrong lid style as well,Tue Oct 31 20:57:30 +0000 2017,1386468,general_unclear
100,1412395,@115851 @117093 @AmazonHelp service and packaging on the decline.  Let's throw everything in on bag.  #seriously? https://t.co/5oz45WKjIR,Mon Oct 16 17:21:52 +0000 2017,1412393,general_unclear
101,1480101,"最近の個人的な切実な問題なんだけど、家で使ってるテレビがUSBさすところ無くて、アマゾンのfireTVが使えないんや。。
ポチる前に気づいた自分えらいぞ…。。

金曜日夜に見るアニメもあまりなくて、ぼけーっと過ごしてましたね。。オタク寂しい。 https://t.co/zTD5K9XKU4",Fri Nov 03 06:54:16 +0000 2017,1480100,general_unclear
102,1503848,@37529 I have tried too many times to download your new album but @116935 ain’t letting me? I could 😭,Fri Nov 03 16:02:48 +0000 2017,1503846,general_unclear
103,1554356,"Hey I cant access to https://t.co/eH3QKzTm86, i am getting some error saying its under maintaince for ETA @AmazonHelp",Sat Nov 04 11:32:14 +0000 2017,1554355,general_unclear
104,1562014,"@120540 Oggi il corriere troverà sicuramente qualcuno a casa (no, sono al lavoro) ma tanto, cosa pago a fare Prime per avere la consegna garantita.",Sat Nov 04 09:42:34 +0000 2017,1562012,delivery_issue
105,1565007,"@AmazonHelp It was delivered yesterday to Napels, Florida I'm in Texas...",Sat Nov 04 15:36:40 +0000 2017,1565009,delivery_issue
106,1578319,@AmazonHelp What are you waiting for?,Wed Nov 08 05:42:00 +0000 2017,1578321,general_unclear
107,1585268,@AmazonHelp @ATVIAssist i pre-ordered WW2 from amazon and my pre order bonus has not been working when i redeem the code on the website.,Sat Nov 04 21:09:24 +0000 2017,1585267,general_unclear
108,1598861,@AmazonHelp They changed delivery date to this: https://t.co/2UPpIm4OVp,Tue Oct 17 09:38:25 +0000 2017,1598864,delivery_issue
109,1616062,@AmazonHelp Retomar series de hace años imposibles de encontrar en otro lugar: Sabrina y por supuesto diría 90210.,Sun Nov 05 14:06:31 +0000 2017,1616063,general_unclear
110,1625471,@AmazonHelp Any idea when I might expect a call?,Mon Nov 06 01:28:03 +0000 2017,1625472,general_unclear
111,1648512,"@115821 When this is printed in the largest font on my order's receipt, I think I can be excused for believing it's true. https://t.co/hxcTgivGk4",Sun Nov 05 22:30:36 +0000 2017,1648511,general_unclear
112,1682700,@AmazonHelp No updates since that Saturday message about access. Got other mail and different Amazon package on Saturday.,Mon Nov 06 16:49:10 +0000 2017,1682702,general_unclear
113,1693719,@AmazonHelp I haven't received any email recently...i replied to all previous email,Mon Nov 13 05:02:13 +0000 2017,1693720,general_unclear
114,1694500,@AmazonHelp We need to talk. Can you spare someone to give me a call? I have a kind of complaint/suggestion.,Tue Oct 17 17:02:49 +0000 2017,1694498,general_unclear
115,1706206,@115850 can u people explain what wrong with Amazon... I have to do shipping to you for returning the defective product...,Tue Oct 17 17:22:50 +0000 2017,1706205,item_damaged
116,1716175,@AmazonHelp I want to return an item &amp; got an email “Authorize customers request to return item” w/o a shipping label what does that mean?,Tue Nov 07 03:58:24 +0000 2017,1716173,refund_return
117,1724450,@115821 - why GUARANTEE Prime delivery when really you mean Mon or Wed or maybe after Thurs?? Not cool. #amazonMAYBEdelivery https://t.co/s1XyeSiSGF,Tue Nov 07 04:05:13 +0000 2017,1724448,delivery_issue
118,1730172,@120465 すごくありがたい！！入っててよかった！Amazonプライム💓,Tue Nov 07 12:46:56 +0000 2017,1732621,thank_you
119,1735230,@AmazonHelp Please can you reply to this...,Fri Nov 17 09:31:51 +0000 2017,1735231,general_unclear
120,1760519,"@AmazonHelp the order is there alright, but the option ""track package"" is no longer there. Instead, it shows ""Get help with order""",Tue Nov 07 20:27:48 +0000 2017,1760520,delivery_issue
121,1763148,@AmazonHelp Just that it got “no tracking information”. 😏,Tue Nov 07 21:10:28 +0000 2017,1763150,delivery_issue
122,1871730,"@AmazonHelp Io vi voglio bene, ma piuttosto mandatemi il corriere a casa, non fatemi andare alle poste per favore :D",Wed Oct 18 09:17:07 +0000 2017,1871732,delivery_issue
123,1912628,"@115850 Horrible experience shopping with you, pls improvise 1didnt get emi
2didnt get delivery on time
3finally Device i got didnt work!",Wed Oct 18 14:00:29 +0000 2017,1912627,general_unclear
124,1929380,"@AmazonHelp @137605 esto es lo que me han respondido, NADA !!!! poca vergüenza se gastan esta gente de @135806 despues de pedirme datos los doy y nada",Wed Oct 18 21:44:46 +0000 2017,1929382,general_unclear
125,1959438,Dear @115850 this is NOT a way to safe pack something. Just too much wastage of packaging material. https://t.co/Y7cQPyfXT3,Sun Nov 26 09:39:06 +0000 2017,1959437,general_unclear
126,2011920,@AmazonHelp Chronopost ! J'irai voir demain matin s'ils sont passés ☺️,Wed Oct 18 20:47:18 +0000 2017,2011922,delivery_issue
127,2041680,ん？これプライム会員特典って書いてるやつが無料なの？,Wed Nov 08 04:23:58 +0000 2017,2041679,prime_issue
128,2078463,"@115821 please stop using @118706, your 2 Day ""guaranteed"" service is never delivered in 2 days, and often have to be picked up in person.",Thu Oct 19 02:27:37 +0000 2017,2078459,delivery_issue
129,2117790,@AmazonHelp It just says Amazon shipping,Wed Nov 08 14:29:58 +0000 2017,2117793,delivery_issue
130,2128501,"@AmazonHelp リプライありがとうございます😭
こちらの確認ミスだったので大丈夫でした！！！助かりました٩( ๑╹ ꇴ╹)۶",Thu Oct 19 07:58:25 +0000 2017,2128503,thank_you
131,2151979,@AmazonHelp what the fuck is this how many times will you give this fake out for delivery mails for a product which has been delivered a week ago. I have already complaint about the same issue earlier but again u losers have done the same u guys r so fake tht i cnt trust unow https://t.co/pSph8RTMWD,Sun Nov 26 13:10:06 +0000 2017,2151977,delivery_issue
132,2154296,"@7530 @AmazonHelp why do my audible and. newsstand kindle libraries say ""empty"" when not connected to wifi?#KindleFirefail",Thu Nov 09 02:16:10 +0000 2017,2154295,general_unclear
133,2197723,@XboxSupport @AmazonHelp @XboxSupport told me to reach out to you on this matter...,Fri Nov 10 01:23:40 +0000 2017,2197725,general_unclear
134,2240678,"@115821 how do I cancel a kindle book order that has yet to be processed, was meant to buy hard books but instead the kindle edition? Also don’t have a kindle",Fri Nov 10 15:24:15 +0000 2017,2240677,refund_return
135,2267179,@AmazonHelp I have filled the form and submitted.,Thu Oct 19 19:23:14 +0000 2017,2267180,general_unclear
136,2273389,".@AmazonHelp Since the change to Amz Logistics, have not successfully had a pkg delivered. What's the point of having Prime or even orders 😤",Sat Sep 30 18:53:44 +0000 2017,2273388,delivery_issue
137,2279726,@AmazonHelp Already reported but no solution,Sun Nov 12 04:05:14 +0000 2017,2279727,general_unclear
138,2290192,@AmazonHelp I have an issue with a Ouvis Camera bought through Amazon. I cannot get the Order Number due to NO History showing,Sun Nov 12 06:39:25 +0000 2017,2290191,general_unclear
139,2292112,@116928 repartiendo en domingo. Ya si que si me declaro fan incondicional.,Sun Nov 26 16:05:13 +0000 2017,2292111,thank_you
140,2296561,Amazonミュージック最高かよ https://t.co/L9KIDYAfGt,Sun Nov 12 12:23:26 +0000 2017,2296560,thank_you
141,2299086,@AmazonHelp I talked to the real Amazon Customer Support. They weren't much help. Order was delayed. I filed a claim. Order was delivered a few days later. The whole experience left a bad feeling. Feels like any seller can take you for a ride if you are buying from Amazon. Scary.,Mon Nov 13 04:31:06 +0000 2017,2299090,delivery_issue
142,2299103,@AmazonHelp my wish lists seem to have vanished🤔 can access them via links i shared with fam but its not on my account and i cant add to it,Sun Nov 12 15:27:22 +0000 2017,2299101,general_unclear
143,2301605,@AmazonHelp o pedido foi realizado dia 17/08 (# 701-7736224-4553813),Sun Nov 12 18:23:04 +0000 2017,2301607,general_unclear
144,2309709,"The Fire HD I have must be the ""flint stick"" version. Takes about the same time to start up any app on it. 
@AmazonHelp",Mon Nov 13 03:26:17 +0000 2017,2309708,general_unclear
145,2310487,"Emily, you’re half an hour late and you’ve been sitting in Lynnwood for like an hour, what you doin girl. @117795 https://t.co/aW4cnznDd7",Mon Nov 13 04:31:00 +0000 2017,2310485,general_unclear
146,2318082,"昨日はAmazonプライム会員になって、FireTVも買って、Wi-Fiも契約した一日でした

強くなった気分",Mon Nov 13 09:53:57 +0000 2017,2318081,thank_you
147,2320212,"@AmazonHelp Eine automatische mit der Sperre - ja. Mir wurde per Telefon eine weitere Email versprochen. Nun Funkstille.... Kann mein PW unendlich resetten, dieses funktioniert dann aber nicht.",Mon Nov 13 13:35:07 +0000 2017,2320210,account_access
148,2337729,@115821 How do I search for BLU RAY only? I do NOT want DVDs in my search results. https://t.co/yWjF4oxgOi,Fri Oct 20 05:41:24 +0000 2017,2337728,general_unclear
149,2345606,Me ha despertado el repartidor de amazon... Bless him porque pretendía dormir hasta las 7,Sun Nov 26 16:42:24 +0000 2017,2345605,thank_you
150,2373373,"@AmazonHelp Your customer service is the best, above and beyond expectations!!",Tue Nov 14 15:53:06 +0000 2017,2373375,thank_you
151,2374494,"@115851 i paid for amazon prime expecting to receive my package today, it is now almost 12am and your customer service rep has given me no other help besides telling me they delayed it until wednesday. I RELIED on amazon to deliver this package to me today.",Tue Nov 14 01:33:34 +0000 2017,2374492,delivery_issue
152,2374508,I've had my new @115821 Fire 10 tablet for five minutes and it's already freezing and not opening things.,Tue Nov 14 01:55:11 +0000 2017,2374507,general_unclear
153,2387954,"@116316 As I'm not getting a reply by email: on 12-11 at 04:38am I ordered a product and paid for it using iDeal from The Netherlands. 3 minutes after I get an email that the order was cancelled. When will I get my €760,42 back? 303-7813332-4341146",Tue Nov 14 07:56:52 +0000 2017,2387953,refund_return
154,2397220,"Hey slack chaps @115830, how come my package which was out for delivery yesterday *may* not now arrive until 20th?",Tue Nov 14 12:44:43 +0000 2017,2397217,delivery_issue
155,2428237,"@AmazonHelp The quality of the call wasn't great, but it sounded like they were going to submit a feedback about them? They resent one of the parcels, and for the second they advised me to wait another day and they'd call back today to check.",Fri Nov 10 14:46:04 +0000 2017,2428235,delivery_issue
156,2449335,@AmazonHelp Thanks for the prompt response. The recharge was done on 23rd Oct and cashback was supposed to received within 7 days. Pfa https://t.co/mBa1CO6dhn,Wed Nov 15 14:44:34 +0000 2017,2449337,payment_issue
157,2449402,"@AmazonHelp Sumthing's gone wrong wid my @115850 app,no matter how many products i add to the cart, it shows zero. Kindly help.",Wed Nov 15 02:42:40 +0000 2017,2449400,general_unclear
158,2457185,@AmazonHelp No proper reply by @115850 . What is unavoidable circumstances? U reply this in email!! 5 products gets returned due to unavoidable circumstances? What the hell is this?,Thu Nov 16 16:03:12 +0000 2017,2457192,refund_return
159,2460763,@AmazonHelp Then what was this 😔😔😔 https://t.co/Sj0LdIE3W6,Wed Nov 15 08:03:46 +0000 2017,2460765,general_unclear
160,2484084,@AmazonHelp @132703 mil millones de gracias al repartidor Rubén de #VitoriaGasteiz por la atención recibida por su parte y por haberse preocupado como lo ha hecho en la entrega de mi paquete. Así da gusto ❤️ Ojalá me reparta siempre él 😊,Wed Nov 15 15:04:38 +0000 2017,2484083,thank_you
161,2503572,"@115821  @AmazonHelp  @139798 

Still not received my refund from the 27th of july. I have made a complaint to the financial ombudsmen. Maybe the sun can look into Amazon for us customers that are getting ripped off and not getting refunds!",Wed Nov 15 20:30:26 +0000 2017,2503570,refund_return
